"governor.position","governor.word","governor.tag","governor.category","governors.parent.category","conjunction.word","conjunction.tag","coordination.category","coordinations.parent.category","antecedent.category","no.conjuncts","L.conjunct","L.category","L.head.word","L.head.tag","L.head.category","L.words","L.tokens","L.syllables","L.chars","R.conjunct","R.category","R.head.word","R.head.tag","R.head.category","R.words","R.tokens","R.syllables","R.chars","sentence","sent_id","double.governor"
"L","jednostkami","subst:pl:inst:f","formarzecz","fno",",","interp","fno","fno","fno",2,"BCh","fno","BCh","subst:pl:gen:n","formarzecz",1,1,1,3,"AK","fno","AK","subst:sg:gen:f","formarzecz",1,1,1,2,"W latach II wojny światowej działał tu tysiącosobowy batalion AL, który współdziałał z jednostkami partyzanckimi BCh, AK.","NKJP_1M_3302000000027/morph_52-p/morph_52.31-s",
"L","jak","prep:nom","przyimek","fpm",",","interp","fno","fpm","fpm",5,"ból","fno","ból","subst:sg:nom:m3","formarzecz",1,1,1,3,"żal","fno","żal","subst:sg:nom:m3","formarzecz",1,1,1,3,"Pracowicie wyodrębnił pojęcia takie jak ból, smutek, rozpacz, cierpienie, żal.","NKJP_1M_0402000000301/morph_29-p/morph_29.42-s",
"L","a","conj","spójnik","zdanie",",","interp","fwe","ff","zdanie",2,"po cichutku zlicza każde uderzenie w klawisz","fwe","zlicza","fin:sg:ter:imperf","formaczas",7,7,14,44,"nie przeoczy żadnej literki, kropki ani myślnika","fwe","przeoczy","fin:sg:ter:perf","formaczas",7,8,14,48,"Piszę, a komputer po cichutku zlicza każde uderzenie w klawisz, nie przeoczy żadnej literki, kropki ani myślnika.","NKJP_1M_0402000000301/morph_6-p/morph_6.21-s",
0,,,,,",","interp","fno","fw",,2,"Zdanie jak błyskawica","fno","Zdanie","subst:sg:acc:n","formarzecz",3,3,7,21,"zdanie jak nieoczekiwana iluminacja","fno","zdanie","subst:sg:acc:n","formarzecz",4,4,12,35,"Zdanie jak błyskawica, zdanie jak nieoczekiwana iluminacja.","NKJP_1M_0402000000301/morph_27-p/morph_27.54-s",
0,,,,,",","interp","zdanie","wypowiedzenie",,2,"Odrzutowiec z hukiem przekraczał barierę dźwięku","zdanie","przekraczał","praet:sg:m3:imperf","formaczas",6,6,15,48,"patrzyłem, jak rozpruwa niebo","zdanie","patrzył~em","praet:sg:m1:imperf~aglt:sg:pri:imperf:wok","formaczas",4,6,10,29,"Odrzutowiec z hukiem przekraczał barierę dźwięku, patrzyłem, jak rozpruwa niebo.","NKJP_1M_2004000000305/morph_6-p/morph_6.65-s",
0,,,,,",","interp","zdanie","wypowiedzenie",,2,"Dzieciaki, udając wariatów, biegały wokół","zdanie","biegały","praet:pl:m2:imperf","formaczas",5,7,14,41,"ich ojcowie dopijali piwo i wycierali wąsy z musztardy","zdanie","i","conj","spójnik",9,9,21,54,"Dzieciaki, udając wariatów, biegały wokół, ich ojcowie dopijali piwo i wycierali wąsy z musztardy.","NKJP_1M_2004000000305/morph_6-p/morph_6.30-s",
"L","wzięli","praet:pl:m1:perf","formaczas","fwe",",","interp","fno","fw","zdanie",3,"liczni działacze naszej organizacji","fno","działacze","subst:pl:nom:m1","formarzecz",4,4,12,35,"przedstawiciele szeregu wydawnictw","fno","przedstawiciele","subst:pl:nom:m1","formarzecz",3,3,11,34,"Oprócz laureatów wzięli udział w tym spotkaniu liczni działacze naszej organizacji, redaktorzy naczelni, przedstawiciele szeregu wydawnictw.","NKJP_1M_1202900103/morph_9-p/morph_9.40-s",
"L","stawia","fin:sg:ter:imperf","formaczas","fwe",",","interp","fno","fw","zdanie",3,"resztki podwędzanej mozzarelli","fno","resztki","subst:pl:acc:f","formarzecz",3,3,10,30,"słoiczek masła orzechowego","fno","słoiczek","subst:sg:acc:m3","formarzecz",3,3,8,26,"Anglik zatrzaskuje lodówkę pełną puszek z filmem i stawia na chwiejnym stoliku resztki podwędzanej mozzarelli, napoczęte foliowe opakowanie salami, słoiczek masła orzechowego.","NKJP_1M_2002000150/morph_6-p/morph_6.61-s",
0,,,,,",","interp","zdanie","wypowiedzenie",,2,"O","zdanie","O","interj","formawykrz",1,1,1,1,"ty też masz karaluchy","zdanie","masz","fin:sg:sec:imperf","formaczas",4,4,7,21,"- O, ty też masz karaluchy.","NKJP_1M_2002000150/morph_6-p/morph_6.8-s",
"R","asfaltu","subst:sg:gen:m3","formarzecz","fno",",","interp","fpt","fno","fno",2,"nowego","fpt","nowego","adj:sg:gen:m3:pos","formaprzym",1,1,3,6,"dobrego","fpt","dobrego","adj:sg:gen:m3:pos","formaprzym",1,1,3,7,"Mieszkańcy powiatu mogą liczyć na kolejne kilometry nowego, dobrego asfaltu.","NKJP_1M_1303900008/morph_24-p/morph_24.28-s",
"R","a","conj","spójnik","fwe",",","interp","fwe","fwe","fwe",2,"znacznie wcześniej wykrywać choroby nowotworowe","fwe","wykrywać","inf:imperf","formaczas",5,5,15,47,"zmniejszyć koszty ich leczenia","fwe","zmniejszyć","inf:perf","formaczas",4,4,8,30,"Przy stosowaniu tej diagnostyki można znacznie wcześniej wykrywać choroby nowotworowe, zmniejszyć koszty ich leczenia, a przede wszystkim uratować więcej ludzi.","NKJP_1M_1303900008/morph_22-p/morph_22.81-s",
"L","A","conj","spójnik","wypowiedzenie",",","interp","zdanie","wypowiedzenie","wypowiedzenie",2,"organizatorzy starają się, by stworzyć dobrą atmosferę","zdanie","starają","fin:pl:ter:imperf","formaczas",7,8,19,54,"w przerwie meczu częstowali nawet widzów grochówką","zdanie","częstowali","praet:pl:m1:imperf","formaczas",7,7,16,50,"A organizatorzy starają się, by stworzyć dobrą atmosferę, w przerwie meczu częstowali nawet widzów grochówką.","NKJP_1M_1303900008/morph_12-p/morph_12.44-s",
"R","są","fin:pl:ter:imperf","formaczas","fwe",",","interp","fno","fw","zdanie",2,"Przeszywający ból","fno","ból","subst:sg:nom:m3","formarzecz",2,2,6,17,"cierpienie widoczne na jego spoconej twarzy","fno","cierpienie","subst:sg:nom:n","formarzecz",6,6,14,43,"Przeszywający ból, cierpienie widoczne na jego spoconej twarzy są oznaką łaski.","NKJP_1M_2001000007/morph_1-p/morph_1.58-s",
0,,,,,",","interp","fwe","ff",,2,"dzieli","fwe","dzieli","fin:sg:ter:imperf","formaczas",1,1,2,6,"wydziela","fwe","wydziela","fin:sg:ter:imperf","formaczas",1,1,3,8,"Kto tu tak dzieli, wydziela ten przydział tak dziwnie?","NKJP_1M_2002000061/morph_1-p/morph_1.86-s",
0,,,,,",","interp","zdanie","wypowiedzenie",,2,"Jej głos był cichy, łagodny","zdanie","był","praet:sg:m3:imperf","formaczas",5,6,8,27,"prosiła o coś","zdanie","prosiła","praet:sg:f:imperf","formaczas",3,3,5,13,"Jej głos był cichy, łagodny, prosiła o coś.","NKJP_1M_2002000193/morph_19-p/morph_19.29-s",
"L","był","praet:sg:m3:imperf","formaczas","fwe",",","interp","fpt","fw","zdanie",2,"cichy","fpt","cichy","adj:sg:nom:m3:pos","formaprzym",1,1,2,5,"łagodny","fpt","łagodny","adj:sg:nom:m3:pos","formaprzym",1,1,3,7,"Jej głos był cichy, łagodny, prosiła o coś.","NKJP_1M_2002000193/morph_19-p/morph_19.29-s",
"L","Powiedziała","praet:sg:f:perf","formaczas","fwe",",","interp","zdanie","fw","zdanie",2,"Leszku, wyjmij mi tego węża z cipki","zdanie","wyjmij","impt:sg:sec:perf","formaczas",7,8,12,35,"tak bardzo mi przeszkadza","zdanie","przeszkadza","fin:sg:ter:imperf","formaczas",4,4,7,25,"Powiedziała: ""Leszku, wyjmij mi tego węża z cipki, tak bardzo mi przeszkadza"".","NKJP_1M_3102000000205/morph_10-p/morph_10.51-s",
0,,,,,",","interp","zdanie","wypowiedzenie",,2,"Spotkaliśmy Andrzeja Heidricha","zdanie","Spotkali~śmy","praet:pl:m1:perf~aglt:pl:pri:imperf:nwok","formaczas",3,4,10,30,"rozmawiamy o okładce, na której są moje rysunki","zdanie","rozmawiamy","fin:pl:pri:imperf","formaczas",8,9,16,47,"Spotkaliśmy Andrzeja Heidricha, rozmawiamy o okładce, na której są moje rysunki.","NKJP_1M_3102000000205/morph_14-p/morph_14.36-s",
0,,,,,",","interp","zdanie","wypowiedzenie",,2,"Jest z niej zadowolony","zdanie","Jest","fin:sg:ter:imperf","formaczas",4,4,8,22,"uważa, że farba mogłaby być bardziej czarna","zdanie","uważa","fin:sg:ter:imperf","formaczas",7,9,13,43,"Jest z niej zadowolony, uważa, że farba mogłaby być bardziej czarna.","NKJP_1M_3102000000205/morph_14-p/morph_14.51-s",
"R","twarze","subst:pl:nom:f","formarzecz","fno",",","interp","fpt","fno","fno",2,"Surowe","fpt","Surowe","adj:pl:nom:f:pos","formaprzym",1,1,3,6,"dobrze dobrane","fpt","dobrane","ppas:pl:nom:f:perf:aff","formaprzym",2,2,5,14,"Surowe, dobrze dobrane twarze aktorów.","NKJP_1M_3102000000205/morph_6-p/morph_6.26-s",
0,,,,,",","interp","zdanie","wypowiedzenie",,2,"W środowisku olkuskim była osobą znaną","zdanie","była","praet:sg:f:imperf","formaczas",6,6,14,38,"często w miejscowej resursie organizowano jej wystawy","zdanie","organizowano","imps:imperf","formaczas",7,7,19,53,"W środowisku olkuskim była osobą znaną, często w miejscowej resursie organizowano jej wystawy.","NKJP_1M_1202900022/morph_8-p/morph_8.29-s",
"L","zniknąć","inf:perf","formaczas","fwe",",","interp","fpm","fl","zdanie",2,"za Bolesławiem","fpm","za","prep:inst","przyimek",2,2,5,14,"w Roznowskim lesie przed Starym Olkuszem","fpm","w","prep:loc:nwok","przyimek",6,6,12,40,"Wapienna szosa przecinała białą kreską cały ten krajobraz, by zniknąć za Bolesławiem, w Roznowskim lesie przed Starym Olkuszem.","NKJP_1M_1202900022/morph_4-p/morph_4.64-s",
0,,,,,",","interp","zdanie","wypowiedzenie",,2,"Dziewczynka trafiła do szpitala","zdanie","trafiła","praet:sg:f:perf","formaczas",4,4,10,31,"jej życiu nie zagraża niebezpieczeństwo","zdanie","zagraża","fin:sg:ter:imperf","formaczas",5,5,12,39,"Dziewczynka trafiła do szpitala, jej życiu nie zagraża niebezpieczeństwo.","NKJP_1M_1305000000540/morph_1-p/morph_1.56-s",
"R","obojętność","subst:sg:acc:f","formarzecz","fno",",","interp","fpt","fno","fno",2,"przyrodniczą","fpt","przyrodniczą","adj:sg:acc:f:pos","formaprzym",1,1,4,12,"niewzruszoną","fpt","niewzruszoną","adj:sg:acc:f:pos","formaprzym",1,1,4,12,"Sklecony po pewnym czasie na nowo, odmieniony wszakże i obcy, świat ten objawił mi swoją przyrodniczą, niewzruszoną obojętność.","NKJP_1M_0402000011/morph_3-p/morph_3.50-s",
0,,,,,",","interp","zdanie","wypowiedzenie",,3,"Tym razem skradałem się pod prąd","zdanie","skradał~em","praet:sg:m1:imperf~aglt:sg:pri:imperf:wok","formaczas",6,7,9,32,"wówczas wziął bez oporów","zdanie","wziął","praet:sg:m2:perf","formaczas",4,4,6,24,"Tym razem skradałem się pod prąd, zaszedłem rapę od tyłu, wówczas wziął bez oporów.","NKJP_1M_1202900028/morph_1-p/morph_1.85-s",
0,,,,,",","interp","zdanie","wypowiedzenie",,2,"Tak, tak, pamiętam","zdanie","pamiętam","fin:sg:pri:imperf","formaczas",3,5,7,18,"osobiście czytałem wasz raport przesłany tu wraz z papierami więźnia","zdanie","czytał~em","praet:sg:m1:imperf~aglt:sg:pri:imperf:wok","formaczas",10,11,21,68,"- Tak, tak, pamiętam, osobiście czytałem wasz raport przesłany tu wraz z papierami więźnia.","NKJP_1M_2002000101/morph_3-p/morph_3.19-s",
"R","pocieszył","praet:sg:m1:perf","formaczas","fwe",",","interp","zdanie","fw","zdanie",2,"Nie myśl o chunchuzach","zdanie","myśl","impt:sg:sec:imperf","formaczas",4,4,6,22,"może wcale nie przyjdą","zdanie","przyjdą","fin:pl:ter:perf","formaczas",4,4,7,22,"- Nie myśl o chunchuzach, może wcale nie przyjdą - pocieszył go marynarz.","NKJP_1M_2002000101/morph_2-p/morph_2.31-s",
"R","ale","conj","spójnik","zdanie",",","interp","zdanie","zdanie","zdanie",2,"Rozumiem","zdanie","Rozumiem","fin:sg:pri:imperf","formaczas",1,1,3,8,"rozumiem","zdanie","rozumiem","fin:sg:pri:imperf","formaczas",1,1,3,8,"- Rozumiem, rozumiem, ale jakoś jestem dzisiaj bardzo niespokojny - usprawiedliwiał się Tomek.","NKJP_1M_2002000101/morph_2-p/morph_2.16-s",
"R","mówił","praet:sg:m1:imperf","formaczas","fwe",",","interp","zdanie","fw","zdanie",2,"Ubijecie interes","zdanie","Ubijecie","fin:pl:sec:perf","formaczas",2,2,6,16,"nie pogardzi zarobkiem","zdanie","pogardzi","fin:sg:ter:perf","formaczas",3,3,7,22,"- Ubijecie interes, nie pogardzi zarobkiem - mówił Kramer.","NKJP_1M_2002000101/morph_5-p/morph_5.28-s",
0,,,,,",","interp","zdanie","wypowiedzenie",,2,"Posmarujesz","zdanie","Posmarujesz","fin:sg:sec:perf","formaczas",1,1,4,11,"pojedziesz","zdanie","pojedziesz","fin:sg:sec:perf","formaczas",1,1,3,10,"Posmarujesz, pojedziesz!","NKJP_1M_2002000101/morph_5-p/morph_5.56-s",
0,,,,,",","interp","zdanie","wypowiedzenie",,2,"Większość boi się ""spalenia"" startującego","zdanie","boi","fin:sg:ter:imperf","formaczas",5,7,12,41,"inni wciąż nie mają pomysłu","zdanie","mają","fin:pl:ter:imperf","formaczas",5,5,9,27,"Większość boi się ""spalenia"" startującego, inni wciąż nie mają pomysłu.","NKJP_1M_KurierSzczecinski/morph_16-p/morph_16.51-s",
"L","wystąpień","subst:pl:gen:n","formarzecz","fno",",","interp","fpt","fno","fno",2,"zawsze bardzo konkretnych","fpt","konkretnych","adj:pl:gen:n:pos","formaprzym",3,3,7,25,"opartych o głęboką analizę europejskiej myśli historycznej","fpt","opartych","ppas:pl:gen:n:perf:aff","formaprzym",7,7,19,58,"Fascynująca jest lektura jego wystąpień, zawsze bardzo konkretnych, opartych o głęboką analizę europejskiej myśli historycznej.","NKJP_1M_KurierSzczecinski/morph_11-p/morph_11.30-s",
"R","domu","subst:sg:loc:m3","formarzecz","fno",",","interp","fpt","fno","fno",2,"stuletnim","fpt","stuletnim","adj:sg:loc:m3:pos","formaprzym",1,1,3,9,"drewnianym","fpt","drewnianym","adj:sg:loc:m3:pos","formaprzym",1,1,3,10,"Przypomnijmy, ze wcześniej mieszkali w stuletnim, drewnianym domu, krytym strzechą, przy ulicy Młyńskiej.","NKJP_1M_GazetaKociewska/morph_56-p/morph_56.68-s",
"R","zebrania","subst:pl:nom:n","formarzecz","fno",",","interp","fpt","fno","fno",2,"tradycyjne","fpt","tradycyjne","adj:pl:nom:n:pos","formaprzym",1,1,4,10,"coroczne","fpt","coroczne","adj:pl:nom:n:pos","formaprzym",1,1,3,8,"Rozpoczęły się tradycyjne, coroczne zebrania sołeckie w gminie Skórcz.","NKJP_1M_GazetaKociewska/morph_24-p/morph_24.13-s",
"L","są","fin:pl:ter:imperf","formaczas","fwe",",","interp","fno","fw","zdanie",3,"tajemnicy","fno","tajemnicy","subst:sg:gen:f","formarzecz",1,1,4,9,"uczucia","fno","uczucia","subst:sg:gen:n","formarzecz",1,1,2,7,"Premierowe liściki wystawione na widok publiczny pozbawione są tajemnicy, szczerości, uczucia.","NKJP_1M_3102000000062/morph_3-p/morph_3.60-s",
"L","wchłania","fin:sg:ter:imperf","formaczas","fwe",",","interp","fno","fno","zdanie",3,"historię","fno","historię","subst:sg:acc:f","formarzecz",1,1,3,8,"estetyki","fno","estetyki","subst:pl:acc:f","formarzecz",1,1,4,8,"Jednocześnie telewizja wchłania historię, mitologie, estetyki zaczerpnięte z różnych kultur.","NKJP_1M_3102000000062/morph_1-p/morph_1.13-s",
"R","a~nawet","conj~qub","spójnik","fwe",",","interp","fwe","fwe","fwe",2,"przekształcając","fwe","przekształcając","pcon:imperf","formaczas",1,1,4,15,"upraszczając","fwe","upraszczając","pcon:imperf","formaczas",1,1,3,12,"Jest systemem komunikowania, który może reprodukować dzieła największej liczby innych systemów, zarazem je przekształcając, upraszczając, a nawet trywializując.","NKJP_1M_3102000000062/morph_1-p/morph_1.36-s","tak"
"L","jest~to","fin:sg:ter:imperf~pred","formaczas","fwe",",","interp","fno","fw","zdanie",2,"rodzaj ruchomego święta","fno","rodzaj","subst:sg:nom:m3","formarzecz",3,3,8,23,"przemieszczająca się impreza masowa","fno","impreza","subst:sg:nom:f","formarzecz",4,4,12,35,"Przyszedł, bo jest to rodzaj ruchomego święta, przemieszczająca się impreza masowa.","NKJP_1M_2004000017/morph_2-p/morph_2.43-s","tak"
0,,,,,",","interp","zdanie","wypowiedzenie",,2,"Chodź","zdanie","Chodź","impt:sg:sec:imperf","formaczas",1,1,1,5,"pokażę ci, co jest do sprzątania","zdanie","pokażę","fin:sg:pri:perf","formaczas",6,7,10,32,"– Chodź, pokażę ci, co jest do sprzątania.","NKJP_1M_2004000063/morph_1-p/morph_1.68-s",
0,,,,,",","interp","zdanie","wypowiedzenie",,2,"Mimo ciepłego dnia pani domu przyjęła ją otulona w brązowy blezer","zdanie","przyjęła","praet:sg:f:perf","formaczas",11,11,23,65,"spod ciemnej spódnicy wystawały chude łydki","zdanie","wystawały","praet:pl:f:imperf","formaczas",6,6,14,43,"Mimo ciepłego dnia pani domu przyjęła ją otulona w brązowy blezer, spod ciemnej spódnicy wystawały chude łydki.","NKJP_1M_2004000063/morph_1-p/morph_1.19-s",
0,,,,,",","interp","zdanie","wypowiedzenie",,2,"Przystupa odstawiła szklankę po whisky i skuliła się w fotelu","zdanie","i","conj","spójnik",10,10,21,61,"pan Cox wyglądał, jakby się właśnie obudził","zdanie","wyglądał","praet:sg:m1:imperf","formaczas",7,8,13,43,"Przystupa odstawiła szklankę po whisky i skuliła się w fotelu, pan Cox wyglądał, jakby się właśnie obudził.","NKJP_1M_2004000063/morph_6-p/morph_6.67-s",
0,,,,,",","interp","zdanie","wypowiedzenie",,3,"Pod jej nosem błyszczał pot","zdanie","błyszczał","praet:sg:m3:imperf","formaczas",5,5,7,27,"widocznie firma pilnująca mieszkania nie zawiadomiła jej o wyłączeniu alarmu","zdanie","zawiadomiła","praet:sg:f:perf","formaczas",10,10,26,76,"Pod jej nosem błyszczał pot, musiała biec, widocznie firma pilnująca mieszkania nie zawiadomiła jej o wyłączeniu alarmu.","NKJP_1M_2004000063/morph_6-p/morph_6.34-s",
"R","roześmiała","praet:sg:f:perf","formaczas","fwe",",","interp","zdanie","fw","zdanie",2,"Dajcie spokój","zdanie","Dajcie","impt:pl:sec:perf","formaczas",2,2,4,13,"to tylko rak piersi","zdanie","to","pred","formaczas",4,4,6,19,"– Dajcie spokój, to tylko rak piersi! – roześmiała się z wysiłkiem Bywalczyni-Kate.","NKJP_1M_2004000063/morph_2-p/morph_2.29-s",
0,,,,,",","interp","fwe","ff",,3,"podciągał","fwe","podciągał","praet:sg:m1:imperf","formaczas",1,1,3,9,"zręcznie przestawiał","fwe","przestawiał","praet:sg:m1:imperf","formaczas",2,2,5,20,"Stanisław podciągał, opuszczał, zręcznie przestawiał lampy podświetlające obrazy.","NKJP_1M_2004000051/morph_4-p/morph_4.11-s",
"R","getta","subst:sg:gen:n","formarzecz","fno",",","interp","fpt","fno","fno",2,"inteligenckiego","fpt","inteligenckiego","adj:sg:gen:n:pos","formaprzym",1,1,6,15,"uniwersyteckiego","fpt","uniwersyteckiego","adj:sg:gen:n:pos","formaprzym",1,1,6,16,"Wyrwała się wreszcie z inteligenckiego, uniwersyteckiego getta.","NKJP_1M_2004000030/morph_16-p/morph_16.38-s",
"R","stało","praet:sg:n:perf","formaczas","fwe",",","interp","fpm","fl","zdanie",2,"W Krakowie","fpm","W","prep:loc:nwok","przyimek",2,2,4,10,"w krypcie pod kościołem księży pijarów","fpm","w","prep:loc:nwok","przyimek",6,6,12,38,"W Krakowie, w krypcie pod kościołem księży pijarów stało się tradycją, że oprawę plastyczną Grobu Pańskiego przygotowują artyści plastycy.","NKJP_1M_1305000001586/morph_1-p/morph_1.31-s",
0,,,,,",","interp","fno","fw",,3,"Święto","fno","Święto","subst:sg:nom:n","formarzecz",1,1,2,6,"narodziny","fno","narodziny","subst:pl:nom:n","formarzecz",1,1,4,9,"Święto, Bóg, narodziny.","NKJP_1M_1202900048/morph_9-p/morph_9.22-s",
"L","czas","subst:sg:nom:m3","formarzecz","fno",",","interp","fzd","fno","fno",2,", w którym spełniają się marzenia","fzd","spełniają","fin:pl:ter:imperf","formaczas",6,6,11,33,"w którym zdarzają się cuda, a najbliżsi, nawet najbardziej zgryźliwi, uśmiechają się i poddają nastrojowi","fzd","a","conj","spójnik",15,18,33,105,"Święta Bożego Narodzenia to czas, w którym spełniają się marzenia, w którym zdarzają się cuda, a najbliżsi, nawet najbardziej zgryźliwi, uśmiechają się i poddają nastrojowi.","NKJP_1M_1202900048/morph_9-p/morph_9.95-s",
"R","kreacji","subst:sg:loc:f","formarzecz","fno",",","interp","fpt","fno","fno",2,"białej","fpt","białej","adj:sg:loc:f:pos","formaprzym",1,1,2,6,"włoskiej","fpt","włoskiej","adj:sg:loc:f:pos","formaprzym",1,1,2,8,"Pani Młoda wystąpiła w białej, włoskiej kreacji.","NKJP_1M_1202900048/morph_3-p/morph_3.36-s",
0,,,,,",","interp","zdanie","wypowiedzenie",,2,"Na małym pulpicie w windzie nie było guzików oznaczających poszczególne piętra","zdanie","było","praet:sg:n:imperf","formaczas",11,11,25,78,"było tylko piętnaście awerdyńskich cyfr, które trzeba było nacisnąć w odpowiedniej kolejności, a potem pociągnąć za metalową dźwignię z bursztynową gałką","zdanie","było","praet:sg:n:imperf","formaczas",21,23,50,153,"Na małym pulpicie w windzie nie było guzików oznaczających poszczególne piętra, było tylko piętnaście awerdyńskich cyfr, które trzeba było nacisnąć w odpowiedniej kolejności, a potem pociągnąć za metalową dźwignię z bursztynową gałką.","NKJP_1M_2004000057/morph_2-p/morph_2.78-s",
"L","slajdach","subst:pl:loc:m3","formarzecz","fno",",","interp","fpt","fno","fno",2,"wykonanych przez głównego księgowego Getta Łódzkiego","fpt","wykonanych","ppas:pl:loc:m3:perf:aff","formaprzym",6,6,17,52,"odnalezionych w jednym z wiedeńskich antykwariatów","fpt","odnalezionych","ppas:pl:loc:m3:perf:aff","formaprzym",6,6,17,50,"""Fotoamator"" został oparty na kolorowych slajdach wykonanych przez głównego księgowego Getta Łódzkiego, odnalezionych w jednym z wiedeńskich antykwariatów.","NKJP_1M_1305000001627/morph_1-p/morph_1.64-s",
